query_id,logical_query_id,mode,attempt_index,initiator_worker,source_worker,topic,finalized,latency_seconds,nodes_contacted,max_hop,source_reached,pageindex_calls,pageindex_latency_seconds_total,pageindex_latency_seconds_max,pageindex_latency_seconds_avg,pageindex_latency_count,evidence_count,retrieval_success,not_found,final_failed
tmjjqhwj-q1::chain_hop::node9::attempt2,tmjjqhwj-q1::chain_hop::node9,chain_hop,2,node9,node15,Local News,True,60.0691475860076,1,0,False,1,3.4635267319972627,3.4635267319972627,3.4635267319972627,1,0,False,True,False
tmjjqhwj-q2::chain_hop::node16::attempt1,tmjjqhwj-q2::chain_hop::node16,chain_hop,1,node16,node15,Local News,True,69.31655926301028,2,1,True,2,11.612697389005916,8.159045896027237,5.806348694502958,2,1,True,False,False
tmjjqhwj-q2::chain_hop::node16::attempt2,tmjjqhwj-q2::chain_hop::node16,chain_hop,2,node16,node15,Local News,True,80.51791764199152,2,1,True,2,11.604375725000864,8.149053739005467,5.802187862500432,2,1,True,False,False
tmjjqhwj-q3::chain_hop::node28::attempt1,tmjjqhwj-q3::chain_hop::node28,chain_hop,1,node28,node15,Local News,True,76.10199828201439,2,1,True,2,9.258111822011415,5.810746884002583,4.6290559110057075,2,1,True,False,False
tmjjqhwj-q3::chain_hop::node28::attempt2,tmjjqhwj-q3::chain_hop::node28,chain_hop,2,node28,node15,Local News,True,64.56708059899393,2,1,True,2,9.233704466983909,5.790735048998613,4.616852233491954,2,1,True,False,False
zxdlsong-q1::chain_hop::node23::attempt1,zxdlsong-q1::chain_hop::node23,chain_hop,1,node23,node16,Local News,True,71.33906772901537,3,2,True,3,15.047686868987512,8.147167805000208,5.015895622995838,3,2,True,False,False
zxdlsong-q1::chain_hop::node23::attempt2,zxdlsong-q1::chain_hop::node23,chain_hop,2,node23,node16,Local News,True,81.8357565930055,3,2,True,3,15.079825462016743,8.164393807004672,5.0266084873389145,3,2,True,False,False
zxdlsong-q2::chain_hop::node15::attempt1,zxdlsong-q2::chain_hop::node15,chain_hop,1,node15,node16,Local News,True,60.07168189500226,4,3,True,4,23.22970357100712,8.155343774997164,5.80742589275178,4,0,False,True,False
zxdlsong-q2::chain_hop::node15::attempt2,zxdlsong-q2::chain_hop::node15,chain_hop,2,node15,node16,Local News,True,60.07364887199947,4,3,True,4,23.2532902630046,8.191724233009154,5.81332256575115,4,0,False,True,False
zxdlsong-q3::chain_hop::node12::attempt1,zxdlsong-q3::chain_hop::node12,chain_hop,1,node12,node16,Local News,True,60.061818277987186,1,0,False,1,3.4395093170169275,3.4395093170169275,3.4395093170169275,1,0,False,True,False
zxdlsong-q3::chain_hop::node12::attempt2,zxdlsong-q3::chain_hop::node12,chain_hop,2,node12,node16,Local News,True,60.06324864999624,1,0,False,1,3.4498125330137555,3.4498125330137555,3.4498125330137555,1,0,False,True,False
cpwnauqv-q1::chain_hop::node20::attempt1,cpwnauqv-q1::chain_hop::node20,chain_hop,1,node20,node18,Local Sports and Activities,True,60.06928522299859,1,0,False,1,1.1036697489907965,1.1036697489907965,1.1036697489907965,1,0,False,True,False
cpwnauqv-q1::chain_hop::node20::attempt2,cpwnauqv-q1::chain_hop::node20,chain_hop,2,node20,node18,Local Sports and Activities,True,60.06526105402736,1,0,False,1,3.448578138020821,3.448578138020821,3.448578138020821,1,0,False,True,False
cpwnauqv-q2::chain_hop::node6::attempt1,cpwnauqv-q2::chain_hop::node6,chain_hop,1,node6,node18,Local Sports and Activities,True,60.16541838902049,4,3,False,4,20.927766713983146,10.551604565989692,5.231941678495787,4,0,False,True,False
cpwnauqv-q2::chain_hop::node6::attempt2,cpwnauqv-q2::chain_hop::node6,chain_hop,2,node6,node18,Local Sports and Activities,True,60.06944522098638,4,3,False,4,13.858527628995944,3.4740322020079475,3.464631907248986,4,0,False,True,False
cpwnauqv-q3::chain_hop::node25::attempt1,cpwnauqv-q3::chain_hop::node25,chain_hop,1,node25,node18,Local Sports and Activities,True,60.230246321007144,2,1,False,2,4.543706066004233,3.449557971995091,2.2718530330021167,2,0,False,True,False
cpwnauqv-q3::chain_hop::node25::attempt2,cpwnauqv-q3::chain_hop::node25,chain_hop,2,node25,node18,Local Sports and Activities,True,60.07832473900635,2,1,False,2,11.631091897987062,8.175623148010345,5.815545948993531,2,0,False,True,False
bqektocj-q1::chain_hop::node21::attempt1,bqektocj-q1::chain_hop::node21,chain_hop,1,node21,node17,Local Sports and Activities,True,60.12055677900207,4,3,False,4,13.821134594996693,3.4582381549989805,3.455283648749173,4,0,False,True,False
bqektocj-q1::chain_hop::node21::attempt2,bqektocj-q1::chain_hop::node21,chain_hop,2,node21,node17,Local Sports and Activities,True,60.0684439400211,4,3,False,4,13.878380693990039,3.5003961750189774,3.4695951734975097,4,0,False,True,False
bqektocj-q2::chain_hop::node19::attempt1,bqektocj-q2::chain_hop::node19,chain_hop,1,node19,node17,Local Sports and Activities,True,60.06960489100311,1,0,False,1,3.455856512009632,3.455856512009632,3.455856512009632,1,0,False,True,False
bqektocj-q2::chain_hop::node19::attempt2,bqektocj-q2::chain_hop::node19,chain_hop,2,node19,node17,Local Sports and Activities,True,60.0663371339906,1,0,False,1,3.5026493910118006,3.5026493910118006,3.5026493910118006,1,0,False,True,False
bqektocj-q3::chain_hop::node2::attempt1,bqektocj-q3::chain_hop::node2,chain_hop,1,node2,node17,Local Sports and Activities,True,60.07605082599912,4,3,True,4,23.237227253994206,8.156694987002993,5.8093068134985515,4,0,False,True,False
bqektocj-q3::chain_hop::node2::attempt2,bqektocj-q3::chain_hop::node2,chain_hop,2,node2,node17,Local Sports and Activities,True,60.07209487998625,4,3,True,4,27.893304982979316,10.49881182599347,6.973326245744829,4,0,False,True,False
nfpdibes-q1::chain_hop::node11::attempt1,nfpdibes-q1::chain_hop::node11,chain_hop,1,node11,node20,Local Sports and Activities,True,60.06212228399818,4,3,False,4,13.801254068996059,3.4671297519817017,3.4503135172490147,4,0,False,True,False
nfpdibes-q1::chain_hop::node11::attempt2,nfpdibes-q1::chain_hop::node11,chain_hop,2,node11,node20,Local Sports and Activities,True,60.06405739398906,4,3,False,4,13.778158484987216,3.4502189029881265,3.444539621246804,4,0,False,True,False
nfpdibes-q2::chain_hop::node1::attempt1,nfpdibes-q2::chain_hop::node1,chain_hop,1,node1,node20,Local Sports and Activities,True,60.065767990017775,4,3,False,4,13.805864950991236,3.4698960059904493,3.451466237747809,4,0,False,True,False
nfpdibes-q2::chain_hop::node1::attempt2,nfpdibes-q2::chain_hop::node1,chain_hop,2,node1,node20,Local Sports and Activities,True,60.06238841699087,4,3,False,4,18.528377655049553,8.15542991401162,4.632094413762388,4,0,False,True,False
nfpdibes-q3::chain_hop::node14::attempt1,nfpdibes-q3::chain_hop::node14,chain_hop,1,node14,node20,Local Sports and Activities,True,60.06237929800409,4,3,False,4,16.201563731010538,5.804162051004823,4.050390932752634,4,0,False,True,False
nfpdibes-q3::chain_hop::node14::attempt2,nfpdibes-q3::chain_hop::node14,chain_hop,2,node14,node20,Local Sports and Activities,True,60.058681859023636,4,3,False,4,13.809150435001357,3.4684923279855866,3.452287608750339,4,0,False,True,False
czplgubm-q1::chain_hop::node25::attempt1,czplgubm-q1::chain_hop::node25,chain_hop,1,node25,node19,Local Sports and Activities,True,62.50343923899345,2,1,True,2,13.966318668011809,10.50754481300828,6.983159334005904,2,2,True,False,False
czplgubm-q1::chain_hop::node25::attempt2,czplgubm-q1::chain_hop::node25,chain_hop,2,node25,node19,Local Sports and Activities,True,64.42422250800882,2,1,True,2,9.286215606000042,5.8132242069987115,4.643107803000021,2,1,True,False,False
czplgubm-q2::chain_hop::node22::attempt1,czplgubm-q2::chain_hop::node22,chain_hop,1,node22,node19,Local Sports and Activities,True,60.049179658992216,4,3,False,4,20.884277084987843,10.498473679006565,5.221069271246961,4,0,False,True,False
czplgubm-q2::chain_hop::node22::attempt2,czplgubm-q2::chain_hop::node22,chain_hop,2,node22,node19,Local Sports and Activities,True,60.05164355097804,4,3,False,4,18.541359499969985,8.154893325001467,4.635339874992496,4,0,False,True,False
czplgubm-q3::chain_hop::node20::attempt1,czplgubm-q3::chain_hop::node20,chain_hop,1,node20,node19,Local Sports and Activities,True,60.05203336599516,1,0,False,1,3.4546197970048524,3.4546197970048524,3.4546197970048524,1,0,False,True,False
czplgubm-q3::chain_hop::node20::attempt2,czplgubm-q3::chain_hop::node20,chain_hop,2,node20,node19,Local Sports and Activities,True,60.05342973698862,1,0,False,1,3.4573623389878776,3.4573623389878776,3.4573623389878776,1,0,False,True,False
dpddgmek-q1::chain_hop::node17::attempt1,dpddgmek-q1::chain_hop::node17,chain_hop,1,node17,node21,Local Technology and Innovation,True,60.05497800599551,4,3,False,4,13.817050114972517,3.4566531969758216,3.4542625287431292,4,0,False,True,False
dpddgmek-q1::chain_hop::node17::attempt2,dpddgmek-q1::chain_hop::node17,chain_hop,2,node17,node21,Local Technology and Innovation,True,60.05255811201641,4,3,False,4,16.171344340022188,5.813324296002975,4.042836085005547,4,0,False,True,False
dpddgmek-q2::chain_hop::node11::attempt1,dpddgmek-q2::chain_hop::node11,chain_hop,1,node11,node21,Local Technology and Innovation,True,60.050077357998816,4,3,False,4,13.869324550003512,3.485055327997543,3.467331137500878,4,0,False,True,False
dpddgmek-q2::chain_hop::node11::attempt2,dpddgmek-q2::chain_hop::node11,chain_hop,2,node11,node21,Local Technology and Innovation,True,60.0457921299967,4,3,False,4,13.810217944002943,3.4630226519948337,3.452554486000736,4,0,False,True,False
dpddgmek-q3::chain_hop::node9::attempt1,dpddgmek-q3::chain_hop::node9,chain_hop,1,node9,node21,Local Technology and Innovation,True,60.06872099800967,1,0,False,1,3.4581375299894717,3.4581375299894717,3.4581375299894717,1,0,False,True,False
dpddgmek-q3::chain_hop::node9::attempt2,dpddgmek-q3::chain_hop::node9,chain_hop,2,node9,node21,Local Technology and Innovation,True,60.063098944025114,1,0,False,1,3.4599838470167015,3.4599838470167015,3.4599838470167015,1,0,False,True,False
fmemilkk-q1::chain_hop::node1::attempt1,fmemilkk-q1::chain_hop::node1,chain_hop,1,node1,node22,Local Technology and Innovation,True,60.07256433001021,4,3,False,4,13.80827679199865,3.460544186993502,3.4520691979996627,4,0,False,True,False
fmemilkk-q1::chain_hop::node1::attempt2,fmemilkk-q1::chain_hop::node1,chain_hop,2,node1,node22,Local Technology and Innovation,True,60.06668547098525,4,3,False,4,13.86855302398908,3.51479004099383,3.46713825599727,4,0,False,True,False
fmemilkk-q2::chain_hop::node4::attempt1,fmemilkk-q2::chain_hop::node4,chain_hop,1,node4,node22,Local Technology and Innovation,True,60.12871350799105,4,3,False,4,27.92746167103178,8.156425260007381,6.981865417757945,4,0,False,True,False
fmemilkk-q2::chain_hop::node4::attempt2,fmemilkk-q2::chain_hop::node4,chain_hop,2,node4,node22,Local Technology and Innovation,True,60.06909145397367,4,3,False,4,27.93684276199201,8.162318511022022,6.984210690498003,4,0,False,True,False
fmemilkk-q3::chain_hop::node29::attempt1,fmemilkk-q3::chain_hop::node29,chain_hop,1,node29,node22,Local Technology and Innovation,True,71.8293358469964,3,2,True,3,15.099488891020883,8.165860363020329,5.033162963673628,3,1,True,False,False
fmemilkk-q3::chain_hop::node29::attempt2,fmemilkk-q3::chain_hop::node29,chain_hop,2,node29,node22,Local Technology and Innovation,True,63.22425526598818,3,2,True,3,15.045195839018561,8.147526310000103,5.015065279672854,3,1,True,False,False
zxguquid-q1::chain_hop::node22::attempt1,zxguquid-q1::chain_hop::node22,chain_hop,1,node22,node24,Local Technology and Innovation,True,60.07581394200679,4,3,False,4,13.810092339961557,3.456417868990684,3.452523084990389,4,0,False,True,False
zxguquid-q1::chain_hop::node22::attempt2,zxguquid-q1::chain_hop::node22,chain_hop,2,node22,node24,Local Technology and Innovation,True,60.074806523974985,4,3,False,4,13.847198879986536,3.491143500985345,3.461799719996634,4,0,False,True,False
zxguquid-q2::chain_hop::node12::attempt1,zxguquid-q2::chain_hop::node12,chain_hop,1,node12,node24,Local Technology and Innovation,True,60.068787833006354,1,0,False,1,3.458021384984022,3.458021384984022,3.458021384984022,1,0,False,True,False
zxguquid-q2::chain_hop::node12::attempt2,zxguquid-q2::chain_hop::node12,chain_hop,2,node12,node24,Local Technology and Innovation,True,60.06494050699985,1,0,False,1,3.516110470984131,3.516110470984131,3.516110470984131,1,0,False,True,False
zxguquid-q3::chain_hop::node24::attempt1,zxguquid-q3::chain_hop::node24,chain_hop,1,node24,node24,Local Technology and Innovation,True,60.17017588298768,4,3,True,4,18.530103600001894,8.155680035997648,4.6325259000004735,4,0,False,True,False
zxguquid-q3::chain_hop::node24::attempt2,zxguquid-q3::chain_hop::node24,chain_hop,2,node24,node24,Local Technology and Innovation,True,60.0678827209922,4,3,True,4,18.4988782890141,8.14727667500847,4.624719572253525,4,0,False,True,False
vmeykjdg-q1::chain_hop::node28::attempt1,vmeykjdg-q1::chain_hop::node28,chain_hop,1,node28,node23,Local Technology and Innovation,True,71.18002859101398,2,1,True,2,13.992528561968356,8.166016152972588,6.996264280984178,2,3,True,False,False
vmeykjdg-q1::chain_hop::node28::attempt2,vmeykjdg-q1::chain_hop::node28,chain_hop,2,node28,node23,Local Technology and Innovation,True,68.97461250200286,2,1,True,2,11.624282953998772,8.153889498993522,5.812141476999386,2,3,True,False,False
vmeykjdg-q2::chain_hop::node32::attempt1,vmeykjdg-q2::chain_hop::node32,chain_hop,1,node32,node23,Local Technology and Innovation,True,60.06519427499734,4,3,True,4,18.542609957017703,8.15804477900383,4.635652489254426,4,0,False,True,False
vmeykjdg-q2::chain_hop::node32::attempt2,vmeykjdg-q2::chain_hop::node32,chain_hop,2,node32,node23,Local Technology and Innovation,True,60.06610642999294,4,3,True,4,18.530546240974218,8.180342857987853,4.632636560243554,4,0,False,True,False
vmeykjdg-q3::chain_hop::node1::attempt1,vmeykjdg-q3::chain_hop::node1,chain_hop,1,node1,node23,Local Technology and Innovation,True,60.06625654999516,4,3,False,4,13.803032484982396,3.4527493139903527,3.450758121245599,4,0,False,True,False
vmeykjdg-q3::chain_hop::node1::attempt2,vmeykjdg-q3::chain_hop::node1,chain_hop,2,node1,node23,Local Technology and Innovation,True,60.06704130198341,4,3,False,4,13.863459777989192,3.4832712310017087,3.465864944497298,4,0,False,True,False
npclxwgu-q1::chain_hop::node6::attempt1,npclxwgu-q1::chain_hop::node6,chain_hop,1,node6,node25,Regional Cuisine and Recipes,True,60.06109856200055,4,3,False,4,20.848778999992646,10.502819746005116,5.212194749998162,4,0,False,True,False
npclxwgu-q1::chain_hop::node6::attempt2,npclxwgu-q1::chain_hop::node6,chain_hop,2,node6,node25,Regional Cuisine and Recipes,True,60.06700835900847,4,3,False,4,18.491153446986573,8.146307104994776,4.622788361746643,4,0,False,True,False
npclxwgu-q2::chain_hop::node26::attempt1,npclxwgu-q2::chain_hop::node26,chain_hop,1,node26,node25,Regional Cuisine and Recipes,True,60.07310156800668,4,3,False,4,39.686801897973055,22.289137891988503,9.921700474493264,4,0,False,True,False
npclxwgu-q2::chain_hop::node26::attempt2,npclxwgu-q2::chain_hop::node26,chain_hop,2,node26,node25,Regional Cuisine and Recipes,True,60.06632764797541,4,3,False,4,23.205942812986905,10.49407359099132,5.801485703246726,4,0,False,True,False
npclxwgu-q3::chain_hop::node21::attempt1,npclxwgu-q3::chain_hop::node21,chain_hop,1,node21,node25,Regional Cuisine and Recipes,True,60.07107677299064,4,3,False,4,16.1777868050267,8.156618994020391,4.044446701256675,4,0,False,True,False
npclxwgu-q3::chain_hop::node21::attempt2,npclxwgu-q3::chain_hop::node21,chain_hop,2,node21,node25,Regional Cuisine and Recipes,True,60.06039076097659,4,3,False,4,18.51850485894829,10.504598280007485,4.629626214737073,4,0,False,True,False
tnhsojfg-q1::chain_hop::node17::attempt1,tnhsojfg-q1::chain_hop::node17,chain_hop,1,node17,node27,Regional Cuisine and Recipes,True,60.05880933100707,4,3,False,4,13.829735765029909,3.4995092200115323,3.4574339412574773,4,0,False,True,False
tnhsojfg-q1::chain_hop::node17::attempt2,tnhsojfg-q1::chain_hop::node17,chain_hop,2,node17,node27,Regional Cuisine and Recipes,True,60.069114294979954,4,3,False,4,13.843255133979255,3.4683975179796107,3.460813783494814,4,0,False,True,False
tnhsojfg-q2::chain_hop::node22::attempt1,tnhsojfg-q2::chain_hop::node22,chain_hop,1,node22,node27,Regional Cuisine and Recipes,True,60.06717193700024,4,3,False,4,13.873564955982147,3.502170688007027,3.4683912389955367,4,0,False,True,False
tnhsojfg-q2::chain_hop::node22::attempt2,tnhsojfg-q2::chain_hop::node22,chain_hop,2,node22,node27,Regional Cuisine and Recipes,True,60.0707583540061,4,3,False,4,13.804477620928083,3.4528368649771437,3.4511194052320207,4,0,False,True,False
tnhsojfg-q3::chain_hop::node30::attempt1,tnhsojfg-q3::chain_hop::node30,chain_hop,1,node30,node27,Regional Cuisine and Recipes,True,60.086172435985645,4,3,False,4,23.2476991690055,12.866130148002412,5.811924792251375,4,0,False,True,False
tnhsojfg-q3::chain_hop::node30::attempt2,tnhsojfg-q3::chain_hop::node30,chain_hop,2,node30,node27,Regional Cuisine and Recipes,True,60.07796242801123,4,3,False,4,23.23406977704144,12.867903140024282,5.80851744426036,4,0,False,True,False
tvwfwgad-q1::chain_hop::node9::attempt1,tvwfwgad-q1::chain_hop::node9,chain_hop,1,node9,node28,Regional Cuisine and Recipes,True,60.07010726002045,1,0,False,1,3.470317735016579,3.470317735016579,3.470317735016579,1,0,False,True,False
tvwfwgad-q1::chain_hop::node9::attempt2,tvwfwgad-q1::chain_hop::node9,chain_hop,2,node9,node28,Regional Cuisine and Recipes,True,60.06715634898865,1,0,False,1,3.458533417986473,3.458533417986473,3.458533417986473,1,0,False,True,False
tvwfwgad-q2::chain_hop::node26::attempt1,tvwfwgad-q2::chain_hop::node26,chain_hop,1,node26,node28,Regional Cuisine and Recipes,True,60.06872681900859,4,3,True,4,23.229381320998073,8.150563768984284,5.807345330249518,4,0,False,True,False
tvwfwgad-q2::chain_hop::node26::attempt2,tvwfwgad-q2::chain_hop::node26,chain_hop,2,node26,node28,Regional Cuisine and Recipes,True,60.06792038099957,4,3,True,4,23.254158554016612,8.187371573003475,5.813539638504153,4,0,False,True,False
tvwfwgad-q3::chain_hop::node6::attempt1,tvwfwgad-q3::chain_hop::node6,chain_hop,1,node6,node28,Regional Cuisine and Recipes,True,60.046138034027535,4,3,False,4,18.522105859068688,8.138403573015239,4.630526464767172,4,0,False,True,False
tvwfwgad-q3::chain_hop::node6::attempt2,tvwfwgad-q3::chain_hop::node6,chain_hop,2,node6,node28,Regional Cuisine and Recipes,True,60.04961505398387,4,3,False,4,20.888402028969722,10.500738693983294,5.2221005072424305,4,0,False,True,False
rgcyyrhb-q1::chain_hop::node10::attempt1,rgcyyrhb-q1::chain_hop::node10,chain_hop,1,node10,node26,Regional Cuisine and Recipes,True,60.0702269100002,1,0,False,1,3.438714379008161,3.438714379008161,3.438714379008161,1,0,False,True,False
rgcyyrhb-q1::chain_hop::node10::attempt2,rgcyyrhb-q1::chain_hop::node10,chain_hop,2,node10,node26,Regional Cuisine and Recipes,True,60.06734506000066,1,0,False,1,3.4885665609908756,3.4885665609908756,3.4885665609908756,1,0,False,True,False
rgcyyrhb-q2::chain_hop::node6::attempt1,rgcyyrhb-q2::chain_hop::node6,chain_hop,1,node6,node26,Regional Cuisine and Recipes,True,60.141010527004255,4,3,False,4,13.817174608033383,3.4855021469993517,3.454293652008346,4,0,False,True,False
rgcyyrhb-q2::chain_hop::node6::attempt2,rgcyyrhb-q2::chain_hop::node6,chain_hop,2,node6,node26,Regional Cuisine and Recipes,True,60.06340718999854,4,3,False,4,13.860276117979083,3.493419445992913,3.465069029494771,4,0,False,True,False
rgcyyrhb-q3::chain_hop::node31::attempt1,rgcyyrhb-q3::chain_hop::node31,chain_hop,1,node31,node26,Regional Cuisine and Recipes,True,154.5252006239898,2,1,True,2,11.638317351986188,8.152134726988152,5.819158675993094,2,1,True,False,False
rgcyyrhb-q3::chain_hop::node31::attempt2,rgcyyrhb-q3::chain_hop::node31,chain_hop,2,node31,node26,Regional Cuisine and Recipes,True,68.21608385400032,2,1,True,2,11.66422227001749,8.148724897007924,5.832111135008745,2,2,True,False,False
hlhkurnf-q1::chain_hop::node6::attempt1,hlhkurnf-q1::chain_hop::node6,chain_hop,1,node6,node31,Regional Folklore and Myths,True,60.06405318999896,4,3,False,4,23.195046449953225,8.154141265986254,5.798761612488306,4,0,False,True,False
hlhkurnf-q1::chain_hop::node6::attempt2,hlhkurnf-q1::chain_hop::node6,chain_hop,2,node6,node31,Regional Folklore and Myths,True,60.06375322100939,4,3,False,4,25.553222574002575,10.498881384002743,6.388305643500644,4,0,False,True,False
hlhkurnf-q2::chain_hop::node1::attempt1,hlhkurnf-q2::chain_hop::node1,chain_hop,1,node1,node31,Regional Folklore and Myths,True,66.33784514199942,2,1,False,2,21.06099271599669,10.566159303998575,10.530496357998345,2,1,True,False,False
hlhkurnf-q2::chain_hop::node1::attempt2,hlhkurnf-q2::chain_hop::node1,chain_hop,2,node1,node31,Regional Folklore and Myths,True,74.9362009879842,2,1,False,2,21.027405261993408,10.519187935977243,10.513702630996704,2,1,True,False,False
hlhkurnf-q3::chain_hop::node24::attempt1,hlhkurnf-q3::chain_hop::node24,chain_hop,1,node24,node31,Regional Folklore and Myths,True,60.053346790984506,4,3,False,4,13.784160076989792,3.4507346829923335,3.446040019247448,4,0,False,True,False
hlhkurnf-q3::chain_hop::node24::attempt2,hlhkurnf-q3::chain_hop::node24,chain_hop,2,node24,node31,Regional Folklore and Myths,True,60.05333980199066,4,3,False,4,13.82236728197313,3.4621765830088407,3.4555918204932823,4,0,False,True,False
coxotzft-q1::chain_hop::node6::attempt1,coxotzft-q1::chain_hop::node6,chain_hop,1,node6,node30,Regional Folklore and Myths,True,60.06574742301018,4,3,False,4,20.86354255102924,10.497093817015411,5.21588563775731,4,0,False,True,False
coxotzft-q1::chain_hop::node6::attempt2,coxotzft-q1::chain_hop::node6,chain_hop,2,node6,node30,Regional Folklore and Myths,True,60.07043932599481,4,3,False,4,18.498673613969004,8.149964632000774,4.624668403492251,4,0,False,True,False
coxotzft-q2::chain_hop::node20::attempt1,coxotzft-q2::chain_hop::node20,chain_hop,1,node20,node30,Regional Folklore and Myths,True,60.07605449898983,1,0,False,1,3.467610313993646,3.467610313993646,3.467610313993646,1,0,False,True,False
coxotzft-q2::chain_hop::node20::attempt2,coxotzft-q2::chain_hop::node20,chain_hop,2,node20,node30,Regional Folklore and Myths,True,60.074154383997666,1,0,False,1,3.452716568019241,3.452716568019241,3.452716568019241,1,0,False,True,False
coxotzft-q3::chain_hop::node22::attempt1,coxotzft-q3::chain_hop::node22,chain_hop,1,node22,node30,Regional Folklore and Myths,True,60.067973189026816,3,2,False,3,10.335430980019737,3.4482141390035395,3.445143660006579,3,0,False,True,False
coxotzft-q3::chain_hop::node22::attempt2,coxotzft-q3::chain_hop::node22,chain_hop,2,node22,node30,Regional Folklore and Myths,True,60.06256836702232,3,2,False,3,17.47071459199651,10.501874338980997,5.823571530665504,3,0,False,True,False
lqzpubhr-q1::chain_hop::node24::attempt1,lqzpubhr-q1::chain_hop::node24,chain_hop,1,node24,node32,Regional Folklore and Myths,True,60.06536156099173,4,3,False,4,23.213369937991956,8.164672172977589,5.803342484497989,4,0,False,True,False
lqzpubhr-q1::chain_hop::node24::attempt2,lqzpubhr-q1::chain_hop::node24,chain_hop,2,node24,node32,Regional Folklore and Myths,True,60.190620973997284,4,3,False,4,23.26393007999286,8.153157150984043,5.815982519998215,4,0,False,True,False
lqzpubhr-q2::chain_hop::node19::attempt1,lqzpubhr-q2::chain_hop::node19,chain_hop,1,node19,node32,Regional Folklore and Myths,True,60.06901683702017,1,0,False,1,3.4464936749718618,3.4464936749718618,3.4464936749718618,1,0,False,True,False
lqzpubhr-q2::chain_hop::node19::attempt2,lqzpubhr-q2::chain_hop::node19,chain_hop,2,node19,node32,Regional Folklore and Myths,True,60.06593365999288,1,0,False,1,8.15058851800859,8.15058851800859,8.15058851800859,1,0,False,True,False
lqzpubhr-q3::chain_hop::node22::attempt1,lqzpubhr-q3::chain_hop::node22,chain_hop,1,node22,node32,Regional Folklore and Myths,True,60.06997932100785,4,3,False,4,23.247195625997847,12.855118196021067,5.811798906499462,4,0,False,True,False
lqzpubhr-q3::chain_hop::node22::attempt2,lqzpubhr-q3::chain_hop::node22,chain_hop,2,node22,node32,Regional Folklore and Myths,True,60.064419053989695,4,3,False,4,25.592768510978203,10.504673417977756,6.398192127744551,4,0,False,True,False
cnysnjlb-q1::chain_hop::node11::attempt1,cnysnjlb-q1::chain_hop::node11,chain_hop,1,node11,node29,Regional Folklore and Myths,True,60.05790576498839,4,3,False,4,13.886645809019683,3.5194229330227245,3.4716614522549207,4,0,False,True,False
cnysnjlb-q1::chain_hop::node11::attempt2,cnysnjlb-q1::chain_hop::node11,chain_hop,2,node11,node29,Regional Folklore and Myths,True,60.08110137601034,4,3,False,4,16.2170566500281,5.79477011601557,4.054264162507025,4,0,False,True,False
cnysnjlb-q2::chain_hop::node6::attempt1,cnysnjlb-q2::chain_hop::node6,chain_hop,1,node6,node29,Regional Folklore and Myths,True,60.071662532980554,4,3,False,4,16.304950930003542,5.860875604004832,4.076237732500886,4,0,False,True,False
cnysnjlb-q2::chain_hop::node6::attempt2,cnysnjlb-q2::chain_hop::node6,chain_hop,2,node6,node29,Regional Folklore and Myths,True,60.070300968014635,4,3,False,4,13.914239498000825,3.554275192989735,3.478559874500206,4,0,False,True,False
cnysnjlb-q3::chain_hop::node28::attempt1,cnysnjlb-q3::chain_hop::node28,chain_hop,1,node28,node29,Regional Folklore and Myths,True,60.059820534981554,4,3,False,4,18.524572875001468,5.799237530009123,4.631143218750367,4,0,False,True,False
cnysnjlb-q3::chain_hop::node28::attempt2,cnysnjlb-q3::chain_hop::node28,chain_hop,2,node28,node29,Regional Folklore and Myths,True,60.07154525601072,4,3,False,4,16.164658301044255,5.809149355016416,4.041164575261064,4,0,False,True,False
